Type,Days for shipment (scheduled),Benefit per order,Sales per customer,Late_delivery_risk,Category Name,Customer City,Customer Country,Customer Segment,Customer State,Department Name,Market,Order City,Order Country,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Name,Product Price,Shipping Mode,Shipping Pressure Index,Mode Risk Flag,Order Complexity Score,Regional Congestion,Predicted_Risk,Risk_Probability,Risk_Category
CASH,2,24.99,50.99,0,Cleats,Opelousas,EE. UU.,Consumer,LA,Apparel,USCA,Colorado Springs,Estados Unidos,9.0,0.15,59.99,0.49,1,59.99,50.99,24.99,West of USA ,Colorado,CLOSED,Perfect Fitness Perfect Rip Deck,59.99,Second Class,0.5,0,68.9885,0.5395971475040661,1,0.8351708182365768,High
CASH,2,66.15,236.25,0,Women's Apparel,Opelousas,EE. UU.,Consumer,LA,Golf,USCA,Colorado Springs,Estados Unidos,13.75,0.06,50.0,0.28,5,250.0,236.25,66.15,West of USA ,Colorado,CLOSED,Nike Men's Dri-FIT Victory Golf Polo,50.0,Second Class,2.5,0,265.0,0.5395971475040661,1,0.8275996037304104,High
CASH,4,-22.31,127.5,0,Women's Apparel,Opelousas,EE. UU.,Consumer,LA,Golf,Pacific Asia,Yakarta,Indonesia,22.5,0.15,50.0,-0.18,3,150.0,127.5,-22.31,Southeast Asia,Yakarta,CLOSED,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,0.75,1,172.5,0.5552992976202956,0,0.3824514541182929,Low
CASH,4,53.2,190.0,0,Women's Apparel,Opelousas,EE. UU.,Consumer,LA,Golf,Pacific Asia,Yakarta,Indonesia,10.0,0.05,50.0,0.28,4,200.0,190.0,53.2,Southeast Asia,Yakarta,CLOSED,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,1.0,1,210.0,0.5552992976202956,0,0.3768194438128857,Low
CASH,4,-423.23,248.96,0,Cleats,Opelousas,EE. UU.,Consumer,LA,Apparel,Pacific Asia,Yakarta,Indonesia,50.99,0.17,59.99,-1.7,5,299.95,248.96,-423.23,Southeast Asia,Yakarta,CLOSED,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,1.25,1,350.9415,0.5552992976202956,0,0.3995322082774087,Low
CASH,2,53.76,191.99,0,Water Sports,Opelousas,EE. UU.,Consumer,LA,Fan Shop,USCA,Colorado Springs,Estados Unidos,8.0,0.04,199.99,0.28,1,199.99,191.99,53.76,West of USA ,Colorado,CLOSED,Pelican Sunstream 100 Kayak,199.99,Second Class,0.5,0,207.9896,0.5395971475040661,1,0.8269750408514962,High
CASH,4,60.14,193.99,0,Water Sports,Opelousas,EE. UU.,Consumer,LA,Fan Shop,Pacific Asia,Yakarta,Indonesia,6.0,0.03,199.99,0.31,1,199.99,193.99,60.14,Southeast Asia,Yakarta,CLOSED,Pelican Sunstream 100 Kayak,199.99,Standard Class,0.25,1,205.98970000000003,0.5552992976202956,0,0.3779943887061502,Low
TRANSFER,4,-9.5,47.5,0,Women's Apparel,Opelousas,EE. UU.,Consumer,LA,Golf,LATAM,Nueva Gerona,Cuba,2.5,0.05,50.0,-0.2,1,50.0,47.5,-9.5,Caribbean,Isla de la Juventud,PROCESSING,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,0.25,1,52.5,0.5307766289973551,0,0.4092368029723068,Medium
CASH,2,11.62,46.48,0,Indoor/Outdoor Games,Opelousas,EE. UU.,Consumer,LA,Fan Shop,USCA,Colorado Springs,Estados Unidos,3.5,0.07,49.98,0.25,1,49.98,46.48,11.62,West of USA ,Colorado,CLOSED,O'Brien Men's Neoprene Life Vest,49.98,Second Class,0.5,0,53.4786,0.5395971475040661,1,0.8354723796269447,High
CASH,4,-47.14,173.93,0,Indoor/Outdoor Games,Opelousas,EE. UU.,Consumer,LA,Fan Shop,Pacific Asia,Yakarta,Indonesia,25.99,0.13,49.98,-0.27,4,199.92,173.93,-47.14,Southeast Asia,Yakarta,CLOSED,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,1.0,1,225.90959999999995,0.5552992976202956,0,0.3931216142567083,Low
TRANSFER,4,80.63,287.98,1,Camping & Hiking,Opelousas,EE. UU.,Consumer,LA,Fan Shop,LATAM,Valparaíso de Goiás,Brasil,12.0,0.04,299.98,0.28,1,299.98,287.98,80.63,South America,Goiás,PROCESSING,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,0.25,1,311.97920000000005,0.5430867090726481,0,0.4334841102481706,Medium
TRANSFER,2,120.11,363.98,1,Fishing,Opelousas,EE. UU.,Consumer,LA,Fan Shop,Pacific Asia,Wollongong,Australia,36.0,0.09,399.98,0.33,1,399.98,363.98,120.11,Oceania,Nueva Gales del Sur,PROCESSING,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Second Class,0.5,0,435.9782000000001,0.5402049664958612,1,0.7969695025848094,High
TRANSFER,4,-213.29,96.95,0,Golf Balls,Caguas,Puerto Rico,Consumer,PR,Outdoors,Pacific Asia,Nom Pen,Camboya,3.0,0.03,19.99,-2.2,5,99.95,96.95,-213.29,Southeast Asia,Nom Pen,PROCESSING,Glove It Women's Imperial Golf Glove,19.99,Standard Class,1.25,1,102.9485,0.5552992976202956,0,0.3554965622051528,Low
TRANSFER,4,32.4,120.0,0,Hockey,Caguas,Puerto Rico,Consumer,PR,Fitness,Europe,Toulouse,Francia,5.0,0.04,25.0,0.27,5,125.0,120.0,32.4,Western Europe,Languedoc-Rosellón-Mediodía-Pirineos,PROCESSING,Nike Women's Legend V-Neck T-Shirt,25.0,Standard Class,1.25,1,130.0,0.5584861116234461,0,0.484618476321519,Medium
PAYMENT,0,68.25,181.99,0,Water Sports,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Pacific Asia,Mosul,Irak,18.0,0.09,199.99,0.38,1,199.99,181.99,68.25,West Asia,Nínive,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.99,Same Day,1.0,0,217.98910000000004,0.5528374105508405,0,0.3239311895902279,Low
TRANSFER,4,58.5,179.99,0,Water Sports,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Toulouse,Francia,20.0,0.1,199.99,0.33,1,199.99,179.99,58.5,Western Europe,Languedoc-Rosellón-Mediodía-Pirineos,PROCESSING,Pelican Sunstream 100 Kayak,199.99,Standard Class,0.25,1,219.98900000000003,0.5584861116234461,0,0.4404149683899819,Medium
PAYMENT,0,11.76,117.58,0,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,Pacific Asia,Mosul,Irak,2.4,0.02,59.99,0.1,2,119.98,117.58,11.76,West Asia,Nínive,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,Same Day,2.0,0,122.3796,0.5528374105508405,0,0.335896576505599,Low
PAYMENT,0,7.8,83.0,0,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,Pacific Asia,Mosul,Irak,17.0,0.17,50.0,0.09,2,100.0,83.0,7.8,West Asia,Nínive,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,Same Day,2.0,0,117.0,0.5528374105508405,0,0.3301854520494784,Low
PAYMENT,0,129.59,269.97,0,Cardio Equipment,Caguas,Puerto Rico,Consumer,PR,Footwear,Pacific Asia,Mosul,Irak,30.0,0.1,99.99,0.48,3,299.97,269.97,129.59,West Asia,Nínive,PENDING_PAYMENT,Nike Men's Free 5.0+ Running Shoe,99.99,Same Day,3.0,0,329.967,0.5528374105508405,0,0.3365825347179221,Low
TRANSFER,4,22.76,49.48,0,Indoor/Outdoor Games,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Pacific Asia,Nom Pen,Camboya,0.5,0.01,49.98,0.46,1,49.98,49.48,22.76,Southeast Asia,Nom Pen,PROCESSING,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,0.25,1,50.4798,0.5552992976202956,0,0.3690426888119546,Low
TRANSFER,4,-5.49,391.98,1,Fishing,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,San Salvador,El Salvador,8.0,0.02,399.98,-0.01,1,399.98,391.98,-5.49,Central America,San Salvador,PROCESSING,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,0.25,1,407.9796,0.5475459581525,0,0.3590927752351409,Low
PAYMENT,0,36.0,359.98,0,Fishing,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Pacific Asia,Mosul,Irak,40.0,0.1,399.98,0.1,1,399.98,359.98,36.0,West Asia,Nínive,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Same Day,1.0,0,439.97800000000007,0.5528374105508405,0,0.3351465197938302,Low
TRANSFER,4,5.34,47.25,0,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,Europe,Toulouse,Francia,2.75,0.06,50.0,0.11,1,50.0,47.25,5.34,Western Europe,Languedoc-Rosellón-Mediodía-Pirineos,PROCESSING,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,0.25,1,53.0,0.5584861116234461,0,0.442656936742916,Medium
TRANSFER,4,1.01,33.59,0,Girls' Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,Europe,Toulouse,Francia,6.4,0.16,39.99,0.03,1,39.99,33.59,1.01,Western Europe,Languedoc-Rosellón-Mediodía-Pirineos,PROCESSING,TYR Boys' Team Digi Jammer,39.99,Standard Class,0.25,1,46.3884,0.5584861116234461,0,0.4261830392444026,Medium
TRANSFER,4,-9.99,54.59,1,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,Pacific Asia,Srinagar,India,5.4,0.09,59.99,-0.18,1,59.99,54.59,-9.99,South Asia,Uttarakhand,PROCESSING,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,0.25,1,65.38910000000001,0.5626697710516104,1,0.7213596049096045,High
TRANSFER,4,47.77,97.49,1,Men's Footwear,Caguas,Puerto Rico,Consumer,PR,Apparel,Pacific Asia,Srinagar,India,32.5,0.25,129.99,0.49,1,129.99,97.49,47.77,South Asia,Uttarakhand,PROCESSING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,0.25,1,162.4875,0.5626697710516104,1,0.7205770813744334,High
TRANSFER,4,-247.48,299.98,1,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Pacific Asia,Srinagar,India,0.0,0.0,299.98,-0.83,1,299.98,299.98,-247.48,South Asia,Uttarakhand,PROCESSING,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,0.25,1,299.98,0.5626697710516104,1,0.7229292511946613,High
TRANSFER,4,57.59,119.97,1,Shop By Sport,Caguas,Puerto Rico,Consumer,PR,Golf,Pacific Asia,Srinagar,India,0.0,0.0,39.99,0.48,3,119.97,119.97,57.59,South Asia,Uttarakhand,PROCESSING,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class,0.75,1,119.97,0.5626697710516104,1,0.715281084065424,High
TRANSFER,4,-172.77,215.96,0,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,Europe,Toulouse,Francia,24.0,0.1,59.99,-0.8,4,239.96,215.96,-172.77,Western Europe,Languedoc-Rosellón-Mediodía-Pirineos,PROCESSING,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,1.0,1,263.956,0.5584861116234461,0,0.4553031264043605,Medium
DEBIT,4,174.36,464.95,1,As Seen on  TV!,Long Beach,EE. UU.,Consumer,CA,Footwear,Europe,Wolverhampton,Reino Unido,35.0,0.07,99.99,0.38,5,499.95,464.95,174.36,Northern Europe,Inglaterra,COMPLETE,Nike Men's Free TR 5.0 TB Training Shoe,99.99,Standard Class,1.25,1,534.9465,0.5404411764705882,0,0.2658411044876661,Low
CASH,1,-6.17,123.49,1,Men's Footwear,Long Beach,EE. UU.,Consumer,CA,Apparel,Pacific Asia,Panihati,India,6.5,0.05,129.99,-0.05,1,129.99,123.49,-6.17,South Asia,Bengala Occidental,CLOSED,Nike Men's CJ Elite 2 TD Football Cleat,129.99,First Class,1.0,0,136.48950000000002,0.5626697710516104,1,0.9983604503872744,High
CASH,1,28.8,383.98,1,Fishing,Long Beach,EE. UU.,Consumer,CA,Fan Shop,Pacific Asia,Panihati,India,16.0,0.04,399.98,0.08,1,399.98,383.98,28.8,South Asia,Bengala Occidental,CLOSED,Field & Stream Sportsman 16 Gun Fire Safe,399.98,First Class,1.0,0,415.9792000000001,0.5626697710516104,1,0.998361428285876,High
CASH,1,12.64,53.1,1,Electronics,Long Beach,EE. UU.,Consumer,CA,Footwear,Pacific Asia,Panihati,India,10.88,0.17,31.99,0.24,2,63.98,53.1,12.64,South Asia,Bengala Occidental,CLOSED,Under Armour Women's Ignite Slide,31.99,First Class,2.0,0,74.85659999999999,0.5626697710516104,1,0.998654414739004,High
DEBIT,4,46.89,414.96,1,Cardio Equipment,Long Beach,EE. UU.,Consumer,CA,Footwear,Pacific Asia,Ulhasnagar,India,84.99,0.17,99.99,0.11,5,499.95,414.96,46.89,South Asia,Maharashtra,ON_HOLD,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,1.25,1,584.9414999999999,0.5626697710516104,1,0.6312712309364905,Medium
DEBIT,4,155.78,409.96,1,Cardio Equipment,Long Beach,EE. UU.,Consumer,CA,Footwear,Pacific Asia,Ulhasnagar,India,89.99,0.18,99.99,0.38,5,499.95,409.96,155.78,South Asia,Maharashtra,ON_HOLD,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,1.25,1,589.9409999999999,0.5626697710516104,1,0.6288603678483355,Medium
PAYMENT,4,9.75,97.49,0,Men's Footwear,Long Beach,EE. UU.,Consumer,CA,Apparel,Europe,Salavat,Rusia,32.5,0.25,129.99,0.1,1,129.99,97.49,9.75,Eastern Europe,Bashkortostán,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,0.25,1,162.4875,0.5566326530612244,0,0.184424063815947,Low
CASH,1,4.84,241.8,1,Golf Shoes,Long Beach,EE. UU.,Consumer,CA,Outdoors,Pacific Asia,Panihati,India,18.2,0.07,65.0,0.02,4,260.0,241.8,4.84,South Asia,Bengala Occidental,CLOSED,LIJA Women's Eyelet Sleeveless Golf Polo,65.0,First Class,4.0,0,278.2,0.5626697710516104,1,0.9984435039622545,High
PAYMENT,4,81.17,245.98,0,Camping & Hiking,Long Beach,EE. UU.,Consumer,CA,Fan Shop,Europe,Salavat,Rusia,54.0,0.18,299.98,0.33,1,299.98,245.98,81.17,Eastern Europe,Bashkortostán,PENDING_PAYMENT,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,0.25,1,353.9764,0.5566326530612244,0,0.1811207144453546,Low
PAYMENT,4,32.8,113.09,1,Men's Footwear,Long Beach,EE. UU.,Consumer,CA,Apparel,LATAM,Pinar del Río,Cuba,16.9,0.13,129.99,0.29,1,129.99,113.09,32.8,Caribbean,Pinar del Río,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,0.25,1,146.8887,0.5307766289973551,0,0.3352195209006613,Low
PAYMENT,4,15.66,34.79,1,Shop By Sport,Long Beach,EE. UU.,Consumer,CA,Golf,LATAM,Pinar del Río,Cuba,5.2,0.13,39.99,0.45,1,39.99,34.79,15.66,Caribbean,Pinar del Río,PENDING_PAYMENT,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class,0.25,1,45.1887,0.5307766289973551,0,0.3362431882813821,Low
CASH,1,-307.98,175.99,1,Water Sports,Long Beach,EE. UU.,Consumer,CA,Fan Shop,Pacific Asia,Panihati,India,24.0,0.12,199.99,-1.75,1,199.99,175.99,-307.98,South Asia,Bengala Occidental,CLOSED,Pelican Sunstream 100 Kayak,199.99,First Class,1.0,0,223.98880000000003,0.5626697710516104,1,0.9983684421228856,High
TRANSFER,2,17.11,91.0,1,Women's Apparel,Long Beach,EE. UU.,Consumer,CA,Golf,LATAM,Hermosillo,México,9.0,0.09,50.0,0.19,2,100.0,91.0,17.11,Central America,Sonora,PROCESSING,Nike Men's Dri-FIT Victory Golf Polo,50.0,Second Class,1.0,0,109.0,0.5475459581525,1,0.7222894560090698,High
TRANSFER,2,28.16,351.96,1,Cardio Equipment,Long Beach,EE. UU.,Consumer,CA,Footwear,USCA,Providence,Estados Unidos,48.0,0.12,99.99,0.08,4,399.96,351.96,28.16,East of USA,Rhode Island,PENDING,Nike Men's Free 5.0+ Running Shoe,99.99,Second Class,2.0,0,447.9552000000001,0.5566160520607375,1,0.7914623248823099,High
TRANSFER,2,174.59,387.98,1,Fishing,Long Beach,EE. UU.,Consumer,CA,Fan Shop,LATAM,Hermosillo,México,12.0,0.03,399.98,0.45,1,399.98,387.98,174.59,Central America,Sonora,PROCESSING,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Second Class,0.5,0,411.97940000000006,0.5475459581525,1,0.7270755672090984,High
TRANSFER,2,-199.67,383.98,1,Fishing,Long Beach,EE. UU.,Consumer,CA,Fan Shop,LATAM,Hermosillo,México,16.0,0.04,399.98,-0.52,1,399.98,383.98,-199.67,Central America,Sonora,PROCESSING,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Second Class,0.5,0,415.9792000000001,0.5475459581525,1,0.7342826133438544,High
PAYMENT,4,116.19,331.98,1,Fishing,Long Beach,EE. UU.,Consumer,CA,Fan Shop,LATAM,Pinar del Río,Cuba,68.0,0.17,399.98,0.35,1,399.98,331.98,116.19,Caribbean,Pinar del Río,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,0.25,1,467.9766,0.5307766289973551,0,0.3340817894307885,Low
TRANSFER,2,122.99,327.98,1,Fishing,Long Beach,EE. UU.,Consumer,CA,Fan Shop,USCA,Providence,Estados Unidos,72.0,0.18,399.98,0.38,1,399.98,327.98,122.99,East of USA,Rhode Island,PENDING,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Second Class,0.5,0,471.9764,0.5566160520607375,1,0.7909049145090854,High
PAYMENT,2,69.6,239.98,0,Camping & Hiking,Brooklyn,EE. UU.,Consumer,NY,Fan Shop,LATAM,Ixtapaluca,México,60.0,0.2,299.98,0.29,1,299.98,239.98,69.6,Central America,México,PENDING_PAYMENT,Diamondback Women's Serene Classic Comfort Bi,299.98,Second Class,0.5,0,359.976,0.5475459581525,1,0.7763853142306951,High
PAYMENT,2,242.48,484.95,0,Cardio Equipment,Brooklyn,EE. UU.,Consumer,NY,Footwear,LATAM,Ixtapaluca,México,15.0,0.03,99.99,0.5,5,499.95,484.95,242.48,Central America,México,PENDING_PAYMENT,Nike Men's Free 5.0+ Running Shoe,99.99,Second Class,2.5,0,514.9485,0.5475459581525,1,0.7719280386885534,High
PAYMENT,4,53.94,185.99,0,Water Sports,Brooklyn,EE. UU.,Consumer,NY,Fan Shop,Pacific Asia,Zanyán,Irán,14.0,0.07,199.99,0.29,1,199.99,185.99,53.94,South Asia,Zanyán,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.99,Standard Class,0.25,1,213.9893,0.5626697710516104,0,0.440686163875451,Medium
PAYMENT,4,23.61,49.19,0,Cleats,Brooklyn,EE. UU.,Consumer,NY,Apparel,Pacific Asia,Zanyán,Irán,10.8,0.18,59.99,0.48,1,59.99,49.19,23.61,South Asia,Zanyán,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,0.25,1,70.7882,0.5626697710516104,0,0.455457698596411,Medium
PAYMENT,4,5.41,18.03,0,Trade-In,Brooklyn,EE. UU.,Consumer,NY,Outdoors,Pacific Asia,Zanyán,Irán,3.96,0.18,21.99,0.3,1,21.99,18.03,5.41,South Asia,Zanyán,PENDING_PAYMENT,Glove It Women's Mod Oval 3-Zip Carry All Gol,21.99,Standard Class,0.25,1,25.9482,0.5626697710516104,0,0.4761666655721011,Medium
PAYMENT,2,20.39,42.48,0,Indoor/Outdoor Games,Brooklyn,EE. UU.,Consumer,NY,Fan Shop,LATAM,Ixtapaluca,México,7.5,0.15,49.98,0.48,1,49.98,42.48,20.39,Central America,México,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.98,Second Class,0.5,0,57.47699999999999,0.5475459581525,1,0.7797284191296027,High
PAYMENT,4,53.86,284.95,0,Cleats,Brooklyn,EE. UU.,Consumer,NY,Apparel,Pacific Asia,Zanyán,Irán,15.0,0.05,59.99,0.19,5,299.95,284.95,53.86,South Asia,Zanyán,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,1.25,1,314.9475,0.5626697710516104,0,0.4470099854155593,Medium
PAYMENT,4,20.49,49.98,0,Indoor/Outdoor Games,Brooklyn,EE. UU.,Consumer,NY,Fan Shop,Pacific Asia,Zanyán,Irán,0.0,0.0,49.98,0.41,1,49.98,49.98,20.49,South Asia,Zanyán,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,0.25,1,49.98,0.5626697710516104,0,0.4525243958174455,Medium
TRANSFER,0,174.79,379.98,1,Fishing,Brooklyn,EE. UU.,Consumer,NY,Fan Shop,Europe,Florence,Italia,20.0,0.05,399.98,0.46,1,399.98,379.98,174.79,Southern Europe,Toscana,PROCESSING,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Same Day,1.0,0,419.979,0.5438447672569187,0,0.3637198211130464,Low
CASH,2,59.43,204.92,0,Indoor/Outdoor Games,Brooklyn,EE. UU.,Consumer,NY,Fan Shop,Pacific Asia,Mandurah,Australia,44.98,0.18,49.98,0.29,5,249.9,204.92,59.43,Oceania,Australia Occidental,CLOSED,O'Brien Men's Neoprene Life Vest,49.98,Second Class,2.5,0,294.88199999999995,0.5402049664958612,1,0.7625588574920341,High
PAYMENT,2,95.0,379.98,0,Fishing,Brooklyn,EE. UU.,Consumer,NY,Fan Shop,LATAM,Ixtapaluca,México,20.0,0.05,399.98,0.25,1,399.98,379.98,95.0,Central America,México,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Second Class,0.5,0,419.979,0.5475459581525,1,0.7761377349207899,High
PAYMENT,2,124.73,377.98,0,Fishing,Brooklyn,EE. UU.,Consumer,NY,Fan Shop,LATAM,Ixtapaluca,México,22.0,0.06,399.98,0.33,1,399.98,377.98,124.73,Central America,México,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Second Class,0.5,0,423.9788,0.5475459581525,1,0.7759804798956368,High
PAYMENT,1,26.97,86.99,1,Cardio Equipment,Duluth,EE. UU.,Consumer,GA,Footwear,LATAM,São Luís,Brasil,13.0,0.13,99.99,0.31,1,99.99,86.99,26.97,South America,Marañón,PENDING_PAYMENT,Nike Men's Free 5.0+ Running Shoe,99.99,First Class,1.0,0,112.98869999999998,0.5430867090726481,1,0.9995206826197346,High
PAYMENT,1,10.29,39.59,1,Shop By Sport,Duluth,EE. UU.,Consumer,GA,Golf,LATAM,São Luís,Brasil,0.4,0.01,39.99,0.26,1,39.99,39.59,10.29,South America,Marañón,PENDING_PAYMENT,Under Armour Girls' Toddler Spine Surge Runni,39.99,First Class,1.0,0,40.3899,0.5430867090726481,1,0.9995076116577908,High
PAYMENT,1,85.04,283.48,1,Camping & Hiking,Duluth,EE. UU.,Consumer,GA,Fan Shop,LATAM,São Luís,Brasil,16.5,0.06,299.98,0.3,1,299.98,283.48,85.04,South America,Marañón,PENDING_PAYMENT,Diamondback Women's Serene Classic Comfort Bi,299.98,First Class,1.0,0,317.97880000000004,0.5430867090726481,1,0.9995048402003016,High
CASH,4,31.45,85.0,0,Women's Apparel,Duluth,EE. UU.,Consumer,GA,Golf,LATAM,León,México,15.0,0.15,50.0,0.37,2,100.0,85.0,31.45,Central America,Guanajuato,CLOSED,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,0.5,1,115.0,0.5475459581525,0,0.450262192083583,Medium
PAYMENT,2,75.59,269.97,1,Cardio Equipment,Duluth,EE. UU.,Consumer,GA,Footwear,Pacific Asia,Pasig,Filipinas,30.0,0.1,99.99,0.28,3,299.97,269.97,75.59,Southeast Asia,Capital Nacional,PENDING_PAYMENT,Nike Men's Free 5.0+ Running Shoe,99.99,Second Class,1.5,0,329.967,0.5552992976202956,1,0.8923531693682935,High
CASH,4,39.54,116.99,0,Golf Apparel,Duluth,EE. UU.,Consumer,GA,Outdoors,LATAM,León,México,13.0,0.1,129.99,0.34,1,129.99,116.99,39.54,Central America,Guanajuato,CLOSED,TaylorMade Women's RBZ SL Rescue,129.99,Standard Class,0.25,1,142.98900000000003,0.5475459581525,0,0.3087161051026035,Low
CASH,4,50.95,195.98,0,Men's Golf Clubs,Duluth,EE. UU.,Consumer,GA,Outdoors,LATAM,León,México,4.0,0.02,99.99,0.26,2,199.98,195.98,50.95,Central America,Guanajuato,CLOSED,Merrell Women's Grassbow Sport Hiking Shoe,99.99,Standard Class,0.5,1,203.9796,0.5475459581525,0,0.4498345361308371,Medium
DEBIT,4,72.0,149.99,0,Water Sports,Duluth,EE. UU.,Consumer,GA,Fan Shop,LATAM,Manaus,Brasil,50.0,0.25,199.99,0.48,1,199.99,149.99,72.0,South America,Amazonas,COMPLETE,Pelican Sunstream 100 Kayak,199.99,Standard Class,0.25,1,249.9875,0.5430867090726481,0,0.3725195740536351,Low
DEBIT,2,55.25,169.99,1,Water Sports,Duluth,EE. UU.,Consumer,GA,Fan Shop,USCA,San Diego,Estados Unidos,30.0,0.15,199.99,0.33,1,199.99,169.99,55.25,West of USA ,California,COMPLETE,Pelican Sunstream 100 Kayak,199.99,Second Class,0.5,0,229.9885,0.5395971475040661,1,0.8621406726152382,High
DEBIT,4,8.19,109.19,0,Men's Footwear,Duluth,EE. UU.,Consumer,GA,Apparel,Africa,Kinshasa,República Democrática del Congo,20.8,0.16,129.99,0.08,1,129.99,109.19,8.19,Central Africa,Kinshasa,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,0.25,1,150.7884,0.5796064400715564,1,0.5545256671127251,Medium
DEBIT,4,55.41,113.09,0,Men's Footwear,Duluth,EE. UU.,Consumer,GA,Apparel,LATAM,Manaus,Brasil,16.9,0.13,129.99,0.49,1,129.99,113.09,55.41,South America,Amazonas,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,0.25,1,146.8887,0.5430867090726481,0,0.3806944800524279,Low
DEBIT,4,17.46,58.19,1,Cleats,Duluth,EE. UU.,Consumer,GA,Apparel,Pacific Asia,Sydney,Australia,1.8,0.03,59.99,0.3,1,59.99,58.19,17.46,Oceania,Nueva Gales del Sur,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,0.25,1,61.7897,0.5402049664958612,0,0.4518329288115323,Medium
CASH,4,34.4,92.96,0,Indoor/Outdoor Games,Duluth,EE. UU.,Consumer,GA,Fan Shop,LATAM,León,México,7.0,0.07,49.98,0.37,2,99.96,92.96,34.4,Central America,Guanajuato,CLOSED,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,0.5,1,106.9572,0.5475459581525,0,0.4604122349379839,Medium
CASH,4,66.04,181.93,0,Indoor/Outdoor Games,Duluth,EE. UU.,Consumer,GA,Fan Shop,LATAM,León,México,17.99,0.09,49.98,0.36,4,199.92,181.93,66.04,Central America,Guanajuato,CLOSED,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,1.0,1,217.9128,0.5475459581525,0,0.4581089151010792,Medium
DEBIT,4,55.24,169.98,1,Cardio Equipment,Duluth,EE. UU.,Consumer,GA,Footwear,Pacific Asia,Sydney,Australia,30.0,0.15,99.99,0.33,2,199.98,169.98,55.24,Oceania,Nueva Gales del Sur,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,0.5,1,229.977,0.5402049664958612,0,0.4545860760309662,Medium
